Sl. No.,ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,Month,Year
29343,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0.0,0.0,0.0,0.0,OCT,2024
29344,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,1.0,0.0,0.0,0.0,OCT,2024
29345,B - SPECIAL & LOCAL LAWS,INDIAN LUNACY ACT,INDIAN LUNACY ACT,0.0,0.0,0.0,0.0,OCT,2024
29346,B - SPECIAL & LOCAL LAWS,INDIAN ELECTRICITY ACT,INDIAN ELECTRICITY ACT,6.0,4.0,0.0,0.0,OCT,2024
29347,B - SPECIAL & LOCAL LAWS,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS","COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",784.0,70.0,76.0,45.0,OCT,2024
29348,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,1.0,0.0,0.0,0.0,OCT,2024
29349,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,17.0,0.0,0.0,3.0,OCT,2024
29350,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Prevention of Insult to National Hounours Act 1971,9.0,3.0,2.0,2.0,OCT,2024
29351,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0.0,0.0,0.0,0.0,OCT,2024
29352,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,208.0,17.0,21.0,17.0,OCT,2024
29353,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,171.0,10.0,15.0,21.0,OCT,2024
29354,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,0.0,0.0,0.0,0.0,OCT,2024
29355,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",0.0,0.0,0.0,0.0,OCT,2024
29356,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Prevention of violence against Doctors, Medical professionals and Medical institutions",9.0,0.0,1.0,2.0,OCT,2024
29357,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,5902.0,448.0,457.0,572.0,OCT,2024
29358,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,55.0,9.0,10.0,4.0,OCT,2024
29359,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,6.0,0.0,0.0,0.0,OCT,2024
29360,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0.0,0.0,0.0,0.0,OCT,2024
29361,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0.0,0.0,0.0,0.0,OCT,2024
29362,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,1.0,0.0,0.0,0.0,OCT,2024
29363,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,1.0,0.0,0.0,0.0,OCT,2024
29364,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Act 1964 & 2007,26.0,2.0,8.0,4.0,OCT,2024
29365,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0.0,0.0,0.0,0.0,OCT,2024
29366,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0.0,0.0,0.0,0.0,OCT,2024
29367,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,33.0,3.0,1.0,2.0,OCT,2024
29368,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0.0,0.0,0.0,0.0,OCT,2024
29369,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,17.0,2.0,4.0,0.0,OCT,2024
29370,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,0.0,0.0,0.0,0.0,OCT,2024
29371,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,2.0,2.0,0.0,0.0,OCT,2024
29372,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,4.0,1.0,2.0,0.0,OCT,2024
29373,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,0.0,0.0,0.0,0.0,OCT,2024
29374,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,40.0,9.0,4.0,3.0,OCT,2024
29375,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0.0,0.0,0.0,0.0,OCT,2024
29376,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0.0,0.0,0.0,0.0,OCT,2024
29377,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,2.0,0.0,0.0,0.0,OCT,2024
29378,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,0.0,0.0,0.0,0.0,OCT,2024
29379,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0.0,0.0,0.0,0.0,OCT,2024
29380,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,0.0,1.0,0.0,0.0,OCT,2024
29381,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,603.0,6.0,232.0,15.0,OCT,2024
29382,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0.0,0.0,0.0,0.0,OCT,2024
29383,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0.0,0.0,0.0,0.0,OCT,2024
29384,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0.0,0.0,0.0,0.0,OCT,2024
29385,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0.0,0.0,0.0,0.0,OCT,2024
29386,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,1.0,0.0,0.0,0.0,OCT,2024
29387,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0.0,0.0,0.0,0.0,OCT,2024
29388,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,3.0,0.0,0.0,1.0,OCT,2024
29389,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0.0,0.0,0.0,0.0,OCT,2024
29390,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,14.0,1.0,1.0,1.0,OCT,2024
29391,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0.0,0.0,0.0,0.0,OCT,2024
29392,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,50.0,4.0,7.0,11.0,OCT,2024
29393,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,1.0,1.0,0.0,0.0,OCT,2024
29394,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,71.0,17.0,2.0,10.0,OCT,2024
29395,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,0.0,0.0,0.0,0.0,OCT,2024
29396,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,13.0,2.0,1.0,2.0,OCT,2024
29397,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0.0,0.0,0.0,0.0,OCT,2024
29398,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,123.0,7.0,14.0,11.0,OCT,2024
29399,B - SPECIAL & LOCAL LAWS,CYBER CRIME,CSAM (Child Pornography). Cyber Tip Line,2.0,0.0,0.0,2.0,OCT,2024
29400,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Advertising Frauds,5.0,0.0,0.0,5.0,OCT,2024
29401,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Job Fraud,65.0,0.0,3.0,51.0,OCT,2024
29402,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Otp Frauds (KYC Update, Apk Link)",93.0,0.0,3.0,77.0,OCT,2024
29403,B - SPECIAL & LOCAL LAWS,CYBER CRIME,SIM card Swapping / SIM Jacking / SIM Cloning,5.0,0.0,0.0,5.0,OCT,2024
29404,B - SPECIAL & LOCAL LAWS,CYBER CRIME,OLX Fraud,19.0,0.0,0.0,18.0,OCT,2024
29405,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Fedex,112.0,0.0,0.0,105.0,OCT,2024
29406,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Investment Fraud (Part Time Job, Task, Review)",231.0,0.0,4.0,194.0,OCT,2024
29407,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Online Money Transfer,106.0,0.0,5.0,70.0,OCT,2024
29408,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Digital Arrest,152.0,0.0,0.0,152.0,OCT,2024
29409,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Credit Card Fraud,117.0,0.0,5.0,97.0,OCT,2024
29410,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Email Spoofing / Fraud,4.0,0.0,0.0,3.0,OCT,2024
29411,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Loan App,26.0,0.0,0.0,26.0,OCT,2024
29412,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Hacking of Accounts & Ids,16.0,0.0,0.0,8.0,OCT,2024
29413,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Sextortion and Revenge Porn,7.0,0.0,0.0,7.0,OCT,2024
29414,B - SPECIAL & LOCAL LAWS,CYBER CRIME,AEPS (Aadhaar),2.0,0.0,0.0,2.0,OCT,2024
29415,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Gifts, iPhone & Lottery Fraud",17.0,0.0,2.0,12.0,OCT,2024
29416,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Social Media Cases (Instagram/Facebook/Whatsapp/X /Telegram ect),59.0,0.0,0.0,42.0,OCT,2024
29417,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Data Theft,6.0,0.0,0.0,1.0,OCT,2024
29418,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Deep Fake/Deep Nudes,2.0,0.0,0.0,2.0,OCT,2024
29419,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Information Technology Act 2000, 2009",17385.0,2128.0,1656.0,324.0,OCT,2024
29420,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Card Skimming,0.0,0.0,0.0,0.0,OCT,2024
29421,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Remote Access Fraud  (Any Desk/ Team Viewer),0.0,0.0,0.0,0.0,OCT,2024
29422,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Fake Customer Care,32.0,0.0,0.0,32.0,OCT,2024
29423,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Investment Fraud (Trading & Share Trading),300.0,0.0,8.0,264.0,OCT,2024
29424,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Ransomeware Attack, Installing Spyware & Troman, Using Other Malware & Viruses to infect degital serv",0.0,0.0,0.0,0.0,OCT,2024
29425,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Crypto Currency, Bitcoin, etc.",11.0,1.0,0.0,11.0,OCT,2024
29426,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Business Fraud,10.0,0.0,0.0,10.0,OCT,2024
29427,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Matrimony Fraud,9.0,0.0,0.0,9.0,OCT,2024
29428,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Phishing (Taking Password & Information),8.0,0.0,0.0,8.0,OCT,2024
29429,B - SPECIAL & LOCAL LAWS,CYBER CRIME,ATM Fraud,2.0,0.0,0.0,2.0,OCT,2024
29430,B - SPECIAL & LOCAL LAWS,CYBER CRIME,Others ,110.0,0.0,0.0,102.0,OCT,2024
29431,B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NATIONAL SECURITY ACT,0.0,0.0,0.0,0.0,OCT,2024
29432,B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,1.0,0.0,0.0,0.0,OCT,2024
29433,B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,1.0,0.0,1.0,0.0,OCT,2024
29434,B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,6.0,1.0,0.0,0.0,OCT,2024
29435,B - SPECIAL & LOCAL LAWS,POCSO,Rape,2446.0,231.0,229.0,153.0,OCT,2024
29436,B - SPECIAL & LOCAL LAWS,POCSO,Others ,837.0,75.0,84.0,56.0,OCT,2024
29437,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.1  Custodial Rape,1.0,0.0,0.0,0.0,OCT,2024
29438,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.2  Gang Rape,12.0,1.0,0.0,2.0,OCT,2024
29439,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.3  other Cases of Rape,523.0,53.0,51.0,49.0,OCT,2024
29440,C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC),Outraging modesty (Molestation) (sec.354 IPC),5475.0,594.0,472.0,457.0,OCT,2024
29441,C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),Kidnapping & Abduction of Women: (Sec.366 IPC),113.0,12.0,6.0,16.0,OCT,2024
29442,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),146.0,13.0,27.0,21.0,OCT,2024
29443,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC),Murder for Dowry - by burning (Sec.302 IPC),0.0,0.0,0.0,0.0,OCT,2024
29444,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)","Murder for Dowry - by other means
(Sec.302 IPC)",11.0,1.0,2.0,1.0,OCT,2024
29445,C. CRIMES AGAINST WOMEN,Murder for other reasons,Murder for other reasons,316.0,36.0,32.0,21.0,OCT,2024
29446,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),Attempt to Commit Murder for dowry by burning (Sec.307 IPC),1.0,0.0,0.0,0.0,OCT,2024
29447,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),Attempt to Commit Murder for dowry by other means (Sec.307 IPC),32.0,3.0,4.0,3.0,OCT,2024
29448,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,Attempt to Commit murder for other reasons,635.0,52.0,51.0,68.0,OCT,2024
29449,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)","Dowry Death-by burning
(Sec.304-B IPC)",1.0,1.0,1.0,0.0,OCT,2024
29450,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),Dowry Death-by other Means (Sec.304(B) IPC),99.0,13.0,13.0,9.0,OCT,2024
29451,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),2584.0,292.0,248.0,244.0,OCT,2024
29452,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),Abetment of Suicide (Sec.306 IPC),261.0,9.0,12.0,6.0,OCT,2024
29453,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,Immoral Traffic (prevention) Act.,251.0,23.0,23.0,27.0,OCT,2024
29454,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,Indecent Representation of Women(Prohibition) Act-1986,1.0,0.0,0.0,0.0,OCT,2024
29455,C. CRIMES AGAINST WOMEN,Pornography,Pornography,0.0,0.0,0.0,0.0,OCT,2024
29456,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),Offences against Public Servants (Sec.182-188-333-353 IPC),108.0,13.0,20.0,5.0,OCT,2024
29457,C. CRIMES AGAINST WOMEN,Offences related to Marriage,Offences related to Marriage,26.0,2.0,2.0,3.0,OCT,2024
29458,C. CRIMES AGAINST WOMEN,Cyber Crimes,Cyber Crimes,5717.0,704.0,556.0,517.0,OCT,2024
29459,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)","Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",1.0,0.0,0.0,1.0,OCT,2024
29460,D.CRIME AGAINST CHILDREN,Rape on Minor,Rape on Minor,0.0,0.0,0.0,0.0,OCT,2024
29461,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),Exposure & abandonment (Sec. 317 IPC),52.0,7.0,4.0,8.0,OCT,2024
29462,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,Kidnapping & Abduction of Children,3151.0,308.0,339.0,319.0,OCT,2024
29463,D.CRIME AGAINST CHILDREN,For Ransom - of Children,For Ransom - of Children,10.0,0.0,0.0,3.0,OCT,2024
29464,D.CRIME AGAINST CHILDREN,of Children - for begging,of Children - for begging,0.0,0.0,0.0,0.0,OCT,2024
29465,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,of Girls - Immoral Purpose,0.0,0.0,0.0,0.0,OCT,2024
29466,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,With intent to Steal from Child,0.0,0.0,0.0,0.0,OCT,2024
29467,D.CRIME AGAINST CHILDREN,Lawful Guardianship,Lawful Guardianship,3.0,0.0,0.0,0.0,OCT,2024
